"Modified","CVE-2011-3178","CWE-78" "CWE-94",,,,,,,,,"security@opentext.com" "nvd@nist.gov",8.1 8.8,"HIGH" "HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:o:opensuse:open_build_service:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-11650","CWE-79",,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:draytek:vigorap_910c_firmware:1.2.0:rc3:*:*:*:*:*:*" "cpe:2.3:h:draytek:vigorap_910c:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-12174","CWE-400" "CWE-400",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",7.8,HIGH,"AV:N/AC:L/Au:N/C:N/I:N/A:C","cpe:2.3:a:apache:activemq_artemis:*:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:hornetq:*:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:6.4.0:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:7.1.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:7.1.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:6.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:redhat:jboss_enterprise_application_platform:6.4.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:5.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*"
"Modified","CVE-2017-12194","CWE-121" "CWE-20",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:spice-gtk_project:spice-gtk:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-12310","CWE-200" "CWE-319",,,,,,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:cisco:spark_hybrid_calendar_service:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-12319","CWE-20" "NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",7.1,HIGH,"AV:N/AC:M/Au:N/C:N/I:N/A:C","cpe:2.3:o:cisco:ios:15.4\\(1\\)s:*:*:*:*:*:*:*" "cpe:2.3:o:cisco:ios_xe:*:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1000_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-4g\\/6g_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-4g_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-4gltegb_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-4gltena_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-4p_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-6g_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-8p_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100-lte_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1100_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1101-4p_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1101_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1109-2p_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1109-4p_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1109_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1111x-8p_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1111x_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:111x_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1120_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1131_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1160_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1801_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1802_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1803_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1811_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1812_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1841_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1861_integrated_service_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1905_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1906c_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1921_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1941_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:1941w_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4000_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:422_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4221_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4321\\/k9-rf_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4321\\/k9-ws_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4321\\/k9_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4321_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4331\\/k9-rf_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4331\\/k9-ws_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4331\\/k9_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4331_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4351\\/k9-rf_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4351\\/k9-ws_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4351\\/k9_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4351_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4431_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:44461_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4451-x_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4451_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:4461_integrated_services_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8101-32fh:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8101-32h:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8102-64h:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8201:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8201-32fh:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8202:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8208:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8212:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8218:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8800_12-slot:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8800_18-slot:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8800_4-slot:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8800_8-slot:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8804:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8808:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8812:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8818:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:8831:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9800-40:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9800-80:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9800-cl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:9800-l:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1000:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1000-esp100:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1000-esp100-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1000-esp200-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1000-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1001:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1001-hx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1001-hx_r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1001-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1001-x_r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1002:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1002-hx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1002-hx_r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1002-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1002-x_r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1004:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1006:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1006-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1009-x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1013:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_1023:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_900:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-12c-f-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-12c-ft-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-4c-f-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-4c-ft-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-6cz-f-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-6cz-f-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-6cz-fs-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-6cz-fs-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-6cz-ft-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901-6cz-ft-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901s-2sg-f-ah:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901s-2sg-f-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901s-3sg-f-ah:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901s-3sg-f-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_901s-4sg-f-d:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_902:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:asr_902u:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8200:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8300:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8300-1n1s-4t2x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8300-1n1s-6t:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8300-2n2s-4t2x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8300-2n2s-6t:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8500:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8500-4qc:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8500l:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8510csr:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8510msr:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8540csr:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_8540msr:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9200:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9200cx:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9200l:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24p-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24p-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24s-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24s-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24t-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24t-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24u-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24u-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24ux-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-24ux-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48p-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48p-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48s-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48s-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48t-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48t-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48u-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48u-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48un-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48un-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48uxm-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300-48uxm-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24p-4g-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24p-4g-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24p-4x-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24p-4x-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24t-4g-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24t-4g-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24t-4x-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-24t-4x-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48p-4g-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48p-4g-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48p-4x-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48p-4x-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48t-4g-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48t-4g-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48t-4x-a:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l-48t-4x-e:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300l_stack:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300lm:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9300x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9400:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9400_supervisor_engine-1:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9407r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9410r:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9500:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9500h:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9600:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9600_supervisor_engine-1:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9600x:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800-40:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800-80:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800-cl:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800-l:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800-l-c:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_9800-l-f:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_ie3200_rugged_switch:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:catalyst_ie3300_rugged_switch:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:cloud_services_router_1000v:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:esr-6300-con-k9:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:esr-6300-ncp-k9:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:integrated_services_virtual_router:-:*:*:*:*:*:*:*" "cpe:2.3:h:cisco:network_convergence_system_520:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-12410","CWE-362",,,,,,,,,"nvd@nist.gov",7.4,"HIGH","CVSS:3.0/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",6.9,MEDIUM,"AV:L/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:kaseya:virtual_system_administrator:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-12590","CWE-79",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:asus:rt-n14uhp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:asus:rt-n14uhp:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-12627","CWE-476",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:apache:xerces-c\\+\\+:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-12815","CWE-22",,,,,,,,,"nvd@nist.gov",10,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H","nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:bomgar:remote_support:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-14002","CWE-287" "CWE-798",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:o:ge:infinia_hawkeye_4_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:ge:infinia_hawkeye_4:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-14004","CWE-287" "CWE-798",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ge:gemnet_license_server:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-14006","CWE-287" "CWE-798",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ge:xeleris:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:ge:xeleris:1.1:*:*:*:*:*:*:*" "cpe:2.3:a:ge:xeleris:2.1:*:*:*:*:*:*:*" "cpe:2.3:a:ge:xeleris:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:ge:xeleris:3.1:*:*:*:*:*:*:*"
"Modified","CVE-2017-14008","CWE-287" "CWE-798",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ge:centricity_pacs_ra1000:-:*:*:*:*:*:*:*"
"Modified","CVE-2017-14191","NVD-CWE-noinfo",,,,,,,,,"nvd@nist.gov",5.9,"MEDIUM","CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:fortinet:fortiweb:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-14384","CWE-22",,,,,,,,,"nvd@nist.gov",6.5,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:dell:storage_manager:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-14461","CWE-125" "CWE-125" "CWE-200",,,,,,,,,"talos-cna@cisco.com" "nvd@nist.gov",5.9 7.1,"MEDIUM" "HIGH","CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:H" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:H","nvd@nist.gov",5.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:N/A:P","cpe:2.3:a:dovecot:dovecot:2.2.33.2:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*" "cpe:2.3:o:ubuntu:ubuntu:14.04:*:*:*:lts:*:*:*" "cpe:2.3:o:ubuntu:ubuntu:16.04:*:*:*:lts:*:*:*" "cpe:2.3:o:ubuntu:ubuntu:17.10:*:*:*:*:*:*:*"
"Modified","CVE-2017-14798","CWE-61" "CWE-362",,,,,,,,,"security@opentext.com" "nvd@nist.gov",7.3 7,"HIGH" "HIGH","CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",6.9,MEDIUM,"AV:L/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:postgresql:postgresql:*:*:*:*:*:*:*:*" "cpe:2.3:o:suse:suse_linux_enterprise_server:11:sp3:*:*:*:*:*:*"
"Modified","CVE-2017-14799","CWE-79",,,,,,,,,"security@opentext.com" "nvd@nist.gov",4.6 6.1,"MEDIUM" "MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:netiq:access_manager:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-14800","CWE-79",,,,,,,,,"security@opentext.com" "nvd@nist.gov",5.4 6.1,"MEDIUM" "MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:netiq:access_manager:*:*:*:*:*:*:*:*"
"Modified","CVE-2017-14801","CWE-79" "CWE-79",,,,,,,,,"security@opentext.com" "nvd@nist.gov",4.6 6.1,"MEDIUM" "MEDIUM","CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N" "CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:a:netiq:access_manager:*:*:*:*:*:*:*:*"
