"Analyzed","CVE-2022-48960","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48961","NVD-CWE-Other",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48962","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48963","CWE-401",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48964","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48965","NVD-CWE-Other",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48966","CWE-125",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48967","CWE-129",,,,,"nvd@nist.gov",7.1,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48968","CWE-401",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48969","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48970","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48971","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48972","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48973","NVD-CWE-Other",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48974","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48975","CWE-401",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48976","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.11:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48977","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48978","NVD-CWE-Other",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48979","CWE-129",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48980","CWE-787",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48981","CWE-416",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48982","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
"Analyzed","CVE-2022-48983","CWE-476",,,,,"nvd@nist.gov",5.5,"MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H",,,,,,,,,"cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc1:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc2:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc3:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc4:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc5:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc6:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc7:*:*:*:*:*:*" "cpe:2.3:o:linux:linux_kernel:6.1:rc8:*:*:*:*:*:*"
