"Modified","CVE-2003-5001","CWE-269" "NVD-CWE-noinfo",,,,,"psirt@us.ibm.com" "nvd@nist.gov",5.3 9.8,"MEDIUM" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:ibm:iss_blackice_pc_protection:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-25176","CWE-23" "CWE-22",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",9.1 9.8,"CRITICAL" "CRITICAL","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:o:schneider-electric:easergy_t300_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_t300:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:easergy_c5_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_c5:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:micom_c264_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:micom_c264:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.2:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:pacis_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:epas_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dr_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dr:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:scd2200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:cp-3:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:mc-31:-:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:aadvance_controller:*:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:isagraf_free_runtime:*:*:*:*:*:isagraf6_workbench:*:*" "cpe:2.3:a:rockwellautomation:isagraf_runtime:*:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro810_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro810:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro820_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro820:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro830_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro830:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro850_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro850:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro870_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro870:-:*:*:*:*:*:*:*" "cpe:2.3:o:xylem:multismart_firmware:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-25178","CWE-319" "CWE-319",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",7.5 8.8,"HIGH" "HIGH","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:o:schneider-electric:easergy_t300_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_t300:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:easergy_c5_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_c5:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:micom_c264_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:micom_c264:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.2:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:pacis_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:epas_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dr_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dr:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:scd2200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:cp-3:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:mc-31:-:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:aadvance_controller:*:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:isagraf_free_runtime:*:*:*:*:*:isagraf6_workbench:*:*" "cpe:2.3:a:rockwellautomation:isagraf_runtime:*:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro810_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro810:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro820_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro820:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro830_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro830:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro850_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro850:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro870_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro870:-:*:*:*:*:*:*:*" "cpe:2.3:o:xylem:multismart_firmware:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-25180","CWE-321" "CWE-798",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",5.3 6.5,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:easergy_t300_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_t300:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:easergy_c5_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_c5:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:micom_c264_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:micom_c264:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.2:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:pacis_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:epas_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dr_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dr:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:scd2200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:cp-3:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:mc-31:-:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:aadvance_controller:*:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:isagraf_free_runtime:*:*:*:*:*:isagraf6_workbench:*:*" "cpe:2.3:a:rockwellautomation:isagraf_runtime:*:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro810_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro810:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro820_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro820:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro830_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro830:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro850_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro850:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro870_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro870:-:*:*:*:*:*:*:*" "cpe:2.3:o:xylem:multismart_firmware:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-25182","CWE-427" "CWE-427",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",6.7 6.7,"MEDIUM" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",4.6,MEDIUM,"AV:L/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:schneider-electric:easergy_t300_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_t300:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:easergy_c5_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_c5:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:micom_c264_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:micom_c264:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.2:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:pacis_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:epas_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dr_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dr:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:scd2200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:cp-3:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:mc-31:-:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:aadvance_controller:*:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:isagraf_free_runtime:*:*:*:*:*:isagraf6_workbench:*:*" "cpe:2.3:o:rockwellautomation:micro810_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro810:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro820_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro820:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro830_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro830:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro850_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro850:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro870_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro870:-:*:*:*:*:*:*:*" "cpe:2.3:o:xylem:multismart_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:isagraf_runtime:*:*:*:*:*:windows:*:*"
"Modified","CVE-2020-25184","CWE-256" "CWE-522",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",7.8 5.5,"HIGH" "MEDIUM","CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",2.1,LOW,"AV:L/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:easergy_t300_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_t300:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:easergy_c5_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:easergy_c5:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:micom_c264_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:micom_c264:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:5.2:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.1:*:*:*:*:windows:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:pacis_gtw_firmware:6.3:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:pacis_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:linux:*:*" "cpe:2.3:o:schneider-electric:epas_gtw_firmware:6.4:*:*:*:*:windows:*:*" "cpe:2.3:h:schneider-electric:epas_gtw:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:saitel_dr_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:saitel_dr:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:scd2200_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:cp-3:-:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:mc-31:-:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:aadvance_controller:*:*:*:*:*:*:*:*" "cpe:2.3:a:rockwellautomation:isagraf_free_runtime:*:*:*:*:*:isagraf6_workbench:*:*" "cpe:2.3:a:rockwellautomation:isagraf_runtime:*:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro810_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro810:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro820_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro820:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro830_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro830:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro850_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro850:-:*:*:*:*:*:*:*" "cpe:2.3:o:rockwellautomation:micro870_firmware:-:*:*:*:*:*:*:*" "cpe:2.3:h:rockwellautomation:micro870:-:*:*:*:*:*:*:*" "cpe:2.3:o:xylem:multismart_firmware:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-25193","CWE-321" "CWE-798",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",5.3 5.3,"MEDIUM" "MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N" "CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:ge:rt430_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:ge:rt430:-:*:*:*:*:*:*:*" "cpe:2.3:o:ge:rt431_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:ge:rt431:-:*:*:*:*:*:*:*" "cpe:2.3:o:ge:rt434_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:ge:rt434:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-25197","CWE-94" "CWE-94",,,,,"ics-cert@hq.dhs.gov" "nvd@nist.gov",9.8 8.8,"CRITICAL" "HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H" "CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",9,HIGH,"AV:N/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:o:ge:rt430_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:ge:rt430:-:*:*:*:*:*:*:*" "cpe:2.3:o:ge:rt431_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:ge:rt431:-:*:*:*:*:*:*:*" "cpe:2.3:o:ge:rt434_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:ge:rt434:-:*:*:*:*:*:*:*"
"Modified","CVE-2020-25721","CWE-20" "CWE-20",,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.5,MEDIUM,"AV:N/AC:L/Au:S/C:P/I:P/A:P","cpe:2.3:a:samba:samba:*:*:*:*:*:*:*:*" "cpe:2.3:a:samba:samba:*:*:*:*:*:*:*:*" "cpe:2.3:a:samba:samba:*:*:*:*:*:*:*:*"
"Modified","CVE-2020-26007","CWE-434",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:shopxo:shopxo:1.9.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-26008","CWE-434",,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:shopxo:shopxo:1.9.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-35501","CWE-863" "NVD-CWE-Other",,,,,"nvd@nist.gov",3.4,"LOW","CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N",,,,,"nvd@nist.gov",3.6,LOW,"AV:L/AC:L/Au:N/C:P/I:P/A:N","cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*" "cpe:2.3:o:redhat:enterprise_linux:8.0:*:*:*:*:*:*:*"
"Modified","CVE-2020-36517","CWE-203",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:a:home-assistant:home-assistant:2022.03:*:*:*:*:*:*:*"
